#OTU_ID	SAKR1	SAKR2
OTU_83465	0	0
OTU_17808	0	0
OTU_15449	0	0
OTU_52855	0	0
OTU_14516	0	0
OTU_63285	0	0
OTU_9414	0	0
OTU_18086	0	0
OTU_15141	0	0
OTU_66838	0	0
OTU_49353	0	0
OTU_13262	0	0
OTU_92881	0	0
OTU_6866	0	0
OTU_52139	0	0
OTU_23220	0	0
OTU_45027	0	0
OTU_69792	0	0
OTU_56170	0	0
OTU_82185	0	0
OTU_10246	0	0
OTU_91359	0	0
OTU_16284	0	0
OTU_24522	0	0
OTU_33502	0	0
OTU_41314	0	0
OTU_30455	0	0
OTU_42527	0	0
OTU_21853	0	0
OTU_50475	0	0
OTU_14966	0	0
OTU_11701	16	13
OTU_30803	0	0
OTU_8169	0	0
OTU_65541	0	0
OTU_19239	0	0
OTU_45594	0	0
OTU_20864	0	0
OTU_34129	1	0
OTU_9090	0	0
OTU_50740	0	0
OTU_46573	0	0
OTU_43285	0	0
OTU_10063	0	0
OTU_36391	0	0
OTU_82498	1	0
OTU_34916	0	0
OTU_38281	0	0
OTU_68343	0	0
OTU_13595	0	0
OTU_63478	0	0
OTU_9924	0	0
OTU_79664	0	0
OTU_32530	0	0
OTU_76120	0	0
OTU_37470	0	0
OTU_16592	0	0
OTU_30958	0	0
OTU_72526	0	0
OTU_18264	0	0
OTU_4385	0	0
OTU_3098	0	0
OTU_18018	0	0
OTU_52985	0	0
OTU_6686	0	0
OTU_40050	0	0
OTU_15795	0	0
OTU_95648	0	0
OTU_51115	0	0
OTU_49255	0	0
OTU_86956	0	0
OTU_47191	0	0
OTU_8485	0	0
OTU_87656	0	0
OTU_56234	0	0
OTU_18316	0	0
OTU_56903	0	0
OTU_12271	0	0
OTU_41132	0	0
OTU_7445	0	0
OTU_15452	0	0
OTU_22404	0	0
OTU_96666	0	0
OTU_13632	0	0
OTU_12161	0	0
OTU_20815	0	0
OTU_26890	0	0
OTU_70665	0	0
OTU_88928	0	0
OTU_5300	0	0
OTU_64624	0	0
OTU_25554	0	0
OTU_35921	0	0
OTU_15197	0	0
OTU_5890	0	0
OTU_32278	0	0
OTU_90829	0	0
OTU_36828	0	0
OTU_78104	0	0
OTU_96987	0	0
OTU_85497	0	0
OTU_7474	0	0
OTU_27273	0	0
OTU_34273	0	0
OTU_3346	0	0
OTU_13680	0	0
OTU_16049	0	0
OTU_10951	0	0
OTU_38673	0	0
OTU_92878	0	0
OTU_54154	0	0
OTU_5990	0	0
OTU_7576	0	0
OTU_10412	1	0
OTU_13840	0	0
OTU_93961	0	0
OTU_67935	0	0
OTU_14258	0	0
OTU_25398	0	0
OTU_55781	0	0
OTU_9789	0	0
OTU_23328	0	0
OTU_13721	0	0
OTU_17410	0	0
OTU_74315	0	0
OTU_11899	0	0
OTU_93514	0	0
OTU_35922	0	0
OTU_4607	0	0
OTU_19767	0	0
OTU_9041	0	0
OTU_34556	0	0
OTU_11346	0	0
OTU_32348	0	0
OTU_92877	0	0
OTU_39920	0	0
OTU_13661	0	0
OTU_36425	0	0
OTU_68136	0	0
OTU_45909	0	0
OTU_65570	0	0
OTU_41248	0	0
OTU_19029	0	0
OTU_13357	0	0
OTU_49355	0	0
OTU_88541	2	4
OTU_83710	0	0
OTU_22721	0	0
OTU_56902	0	0
OTU_3299	0	0
OTU_83466	0	0
OTU_12205	0	0
OTU_69521	0	0
OTU_49054	0	0
OTU_13342	0	0
OTU_18509	0	0
OTU_83467	0	0
OTU_73693	0	0
OTU_16557	0	0
OTU_10390	0	0
OTU_12039	0	0
OTU_21430	0	0
OTU_8279	0	0
OTU_83016	0	0
OTU_8037	0	0
OTU_22520	0	0
OTU_90703	0	0
OTU_52726	0	0
OTU_46264	0	0
OTU_12873	0	0
OTU_13299	2	7
OTU_97842	0	0
OTU_14587	0	0
OTU_14784	0	0
OTU_80161	0	0
OTU_10081	0	0
OTU_10821	0	0
OTU_14457	0	0
OTU_36661	0	0
OTU_2171	0	0
OTU_42525	0	0
OTU_40048	0	0
OTU_2721	0	0
OTU_11290	2	2
OTU_7230	0	0
OTU_8060	0	0
OTU_43671	0	0
OTU_53342	0	0
OTU_20907	0	1
OTU_12281	0	0
OTU_79225	0	0
OTU_76127	0	0
OTU_33608	0	0
OTU_11592	0	0
OTU_23847	0	0
OTU_20679	0	0
OTU_15305	0	0
OTU_20628	0	0
OTU_16930	0	0
OTU_28673	0	0
OTU_35957	0	0
OTU_23817	0	0
OTU_15854	0	0
OTU_63532	0	0
OTU_33358	0	0
OTU_11671	0	0
OTU_17018	0	0
OTU_87886	0	0
OTU_28236	0	0
OTU_6774	0	0
OTU_6068	0	0
OTU_50738	0	0
OTU_13612	0	0
OTU_10571	0	0
OTU_59967	0	0
OTU_18003	0	0
OTU_16910	0	0
OTU_24704	0	0
OTU_56306	0	0
OTU_11906	0	0
OTU_3570	0	0
OTU_13622	0	0
OTU_7495	0	0
OTU_12855	0	0
OTU_46965	0	0
OTU_12191	0	0
OTU_7074	1	3
OTU_84154	0	0
OTU_9436	0	0
OTU_93319	0	0
OTU_62087	0	0
OTU_75215	0	0
OTU_47280	0	0
OTU_10351	0	0
OTU_14813	0	0
OTU_75272	0	0
OTU_8380	0	0
OTU_14061	0	0
OTU_27373	0	0
OTU_46141	0	0
OTU_9276	0	0
OTU_5904	0	0
OTU_12289	0	0
OTU_22122	0	0
OTU_4214	0	0
OTU_2121	0	0
OTU_26323	0	0
OTU_60909	0	0
OTU_10370	0	0
OTU_10594	0	0
OTU_19135	0	0
OTU_42825	0	1
OTU_30145	0	0
OTU_23598	0	0
OTU_47008	0	0
OTU_13460	0	0
OTU_66873	0	0
OTU_38282	0	0
OTU_17786	0	0
OTU_79396	0	0
OTU_5389	0	0
OTU_33376	0	0
OTU_22523	0	0
OTU_45696	0	0
OTU_7767	0	0
OTU_81337	0	0
OTU_20167	0	0
OTU_20750	0	0
OTU_20824	0	0
OTU_40746	0	0
OTU_7883	0	0
OTU_35694	0	0
OTU_12153	0	0
OTU_46632	0	0
OTU_75719	0	0
OTU_8185	0	0
OTU_7542	0	0
OTU_19006	0	0
OTU_6276	0	0
OTU_45453	0	0
OTU_14869	0	0
OTU_9898	0	0
OTU_12797	0	0
OTU_91542	0	0
OTU_32709	0	0
OTU_23071	0	0
OTU_5722	0	0
OTU_65519	0	0
OTU_35315	0	0
OTU_31594	0	0
OTU_12633	0	0
OTU_45173	0	0
OTU_11839	0	0
OTU_39805	0	0
OTU_53283	0	0
OTU_19867	0	0
OTU_18116	0	0
OTU_58671	0	0
OTU_81195	0	0
OTU_22707	0	0
OTU_63812	0	0
OTU_73359	0	0
OTU_88931	0	0
OTU_63433	0	0
OTU_59740	0	0
OTU_88795	0	0
OTU_38283	0	0
OTU_65837	0	0
OTU_88929	0	0
OTU_43290	0	0
OTU_50741	0	0
OTU_11043	0	0
OTU_50732	0	0
OTU_93960	0	0
OTU_6974	0	0
OTU_87286	0	0
OTU_78658	0	0
OTU_6622	0	0
OTU_82727	0	0
OTU_34727	0	0
OTU_76126	0	0
OTU_23478	0	0
OTU_8741	0	0
OTU_17962	1	3
OTU_20419	0	0
OTU_38820	0	0
OTU_20613	0	0
OTU_15683	0	0
OTU_84185	0	0
OTU_14174	0	0
OTU_23877	0	0
OTU_9929	0	0
OTU_52300	0	0
OTU_24887	0	0
OTU_61785	0	0
OTU_71765	0	0
OTU_12371	0	0
OTU_6274	0	0
OTU_5120	0	0
OTU_4083	0	0
OTU_27501	0	0
OTU_34734	0	0
OTU_78112	0	0
OTU_8574	0	0
OTU_25158	0	0
OTU_63432	0	0
OTU_27700	0	0
OTU_2917	0	0
OTU_26344	0	0
OTU_7106	0	0
OTU_87637	0	0
OTU_13234	0	0
OTU_95809	0	0
OTU_40210	0	0
OTU_94001	0	0
OTU_8065	0	0
OTU_51644	0	0
OTU_10957	0	0
OTU_8011	0	0
OTU_86812	0	0
OTU_35944	0	0
OTU_9133	0	0
OTU_96655	0	0
OTU_19709	0	0
OTU_11896	0	0
OTU_25347	0	0
OTU_39536	0	0
OTU_19539	0	0
OTU_58768	0	0
OTU_42761	0	0
OTU_15488	0	0
OTU_17738	0	0
OTU_69748	0	0
OTU_21593	0	0
OTU_70461	0	0
OTU_46495	0	0
OTU_6419	0	0
OTU_51732	0	0
OTU_93512	0	0
OTU_35943	0	0
OTU_61043	0	0
OTU_48806	0	0
OTU_11417	0	0
OTU_16427	0	0
OTU_26315	0	0
OTU_15480	0	0
OTU_17797	0	0
OTU_17778	0	0
OTU_5683	0	0
OTU_10129	0	0
OTU_7520	0	0
OTU_4807	0	0
OTU_47641	0	0
OTU_7082	0	0
OTU_8013	0	0
OTU_16837	0	0
OTU_12463	0	0
OTU_25006	0	0
OTU_44066	0	0
OTU_54960	0	0
OTU_82143	0	0
OTU_8798	0	0
OTU_13243	0	0
OTU_28873	0	0
OTU_93994	0	0
OTU_6959	0	0
OTU_14904	0	0
OTU_40935	0	0
OTU_23344	0	0
OTU_10309	0	0
OTU_16575	0	0
OTU_61046	0	0
OTU_37703	0	0
OTU_77609	0	0
OTU_15212	0	0
OTU_6463	0	0
OTU_84201	0	0
OTU_16919	0	0
OTU_4660	0	0
OTU_71035	0	0
OTU_93963	0	0
OTU_44108	0	0
OTU_17024	0	0
OTU_28202	0	0
OTU_16747	0	0
OTU_36635	0	0
OTU_95813	0	0
OTU_21458	0	0
OTU_9317	0	0
OTU_8223	0	0
OTU_55319	0	0
OTU_77284	0	0
OTU_86799	0	0
OTU_12656	0	0
OTU_18603	0	0
OTU_5942	0	0
OTU_33683	0	0
OTU_86777	0	0
OTU_21443	0	0
OTU_10733	0	1
OTU_32382	0	0
OTU_43658	0	0
OTU_17216	0	0
OTU_57930	0	0
OTU_38664	0	0
OTU_26913	0	0
OTU_37199	0	0
OTU_68005	0	0
OTU_7338	0	0
OTU_36278	0	0
OTU_5472	0	0
OTU_19997	0	0
OTU_44202	0	0
OTU_10430	0	0
OTU_68144	0	0
OTU_5420	0	0
OTU_21774	0	0
OTU_7369	0	0
OTU_16616	0	0
OTU_13869	0	0
OTU_35776	0	0
OTU_5517	0	0
OTU_62646	0	0
OTU_56905	0	0
OTU_36424	0	0
OTU_20210	0	0
OTU_13787	0	0
OTU_75514	0	0
OTU_5332	0	0
OTU_71989	0	0
OTU_26869	0	0
OTU_87677	0	0
OTU_11585	0	0
OTU_13450	0	0
OTU_81191	0	0
OTU_4210	0	0
OTU_33760	0	0
OTU_7461	0	0
OTU_14073	0	0
OTU_63793	0	0
OTU_54198	0	0
OTU_66497	0	0
OTU_68984	0	0
OTU_63101	0	0
OTU_42563	0	0
OTU_11956	0	0
OTU_57329	0	0
OTU_17432	0	0
OTU_69763	0	0
OTU_10459	0	0
OTU_93892	0	0
OTU_59732	0	0
OTU_45167	0	0
OTU_63079	0	0
OTU_77162	0	0
OTU_7390	0	0
OTU_18770	0	0
OTU_10293	0	0
OTU_15269	0	0
OTU_33733	0	0
OTU_69434	0	0
OTU_26519	0	0
OTU_160	0	0
OTU_59958	0	0
OTU_4998	0	0
OTU_23937	0	0
OTU_86852	0	0
OTU_15966	0	0
OTU_4323	0	0
OTU_25215	0	0
OTU_64032	0	0
OTU_13133	0	0
OTU_9521	0	0
OTU_47379	0	0
OTU_36398	0	0
OTU_54012	0	0
OTU_67507	0	0
OTU_10381	0	0
OTU_40750	0	0
OTU_8270	0	0
OTU_33612	0	0
OTU_94345	0	0
OTU_60781	0	0
OTU_70307	0	0
OTU_52198	0	0
OTU_2471	0	0
OTU_71763	0	0
OTU_63582	0	0
OTU_87048	0	0
OTU_40788	0	0
OTU_46469	0	0
OTU_28333	0	0
OTU_29565	0	0
OTU_83712	0	0
OTU_8131	0	0
OTU_16601	0	0
OTU_65366	0	0
OTU_34054	0	0
OTU_25279	0	0
OTU_7462	0	0
OTU_11392	0	0
OTU_69282	0	0
OTU_20185	0	0
OTU_22580	0	0
OTU_13001	0	0
OTU_16029	0	0
OTU_15866	0	0
OTU_13784	0	0
OTU_88813	0	0
OTU_29977	0	0
OTU_10846	0	0
OTU_10034	0	0
OTU_94519	0	0
OTU_72524	0	0
OTU_18704	0	0
OTU_20239	0	0
OTU_7734	0	0
OTU_12720	0	0
OTU_24626	0	0
OTU_49160	0	0
OTU_75284	0	0
OTU_14946	0	0
OTU_15052	0	0
OTU_50060	0	0
OTU_42481	0	0
OTU_13136	0	0
OTU_23467	0	0
OTU_38749	0	0
OTU_7322	0	0
OTU_55726	0	0
OTU_14415	0	0
OTU_19718	0	0
OTU_9985	0	0
OTU_71800	0	0
OTU_83411	1	1
OTU_10448	0	0
OTU_83468	0	0
OTU_14123	0	0
OTU_32474	0	0
OTU_27941	0	0
OTU_55882	0	0
OTU_12150	0	0
OTU_17056	0	0
OTU_60259	0	0
OTU_15363	0	0
OTU_53662	0	0
OTU_46499	0	0
OTU_74879	0	0
OTU_9972	0	0
OTU_58024	0	0
OTU_91537	0	0
OTU_43783	0	0
OTU_30746	0	0
OTU_8491	0	0
OTU_16573	0	0
OTU_8167	0	0
OTU_37542	0	0
OTU_69761	0	0
OTU_9959	0	0
OTU_39686	2	2
OTU_67961	0	0
OTU_8466	0	0
OTU_87781	0	0
OTU_58736	0	0
OTU_75243	0	0
OTU_5059	0	0
OTU_15373	0	0
OTU_56329	0	0
OTU_77611	0	0
OTU_30288	0	0
OTU_45907	0	0
OTU_32029	0	0
OTU_39546	0	0
OTU_48516	0	0
OTU_22066	0	0
OTU_56328	0	0
OTU_20485	0	0
OTU_68137	0	0
OTU_8006	0	0
OTU_33377	0	0
OTU_56294	0	0
OTU_9647	0	0
OTU_82706	0	0
OTU_31356	0	0
OTU_26108	0	0
OTU_31247	0	0
OTU_19918	0	0
OTU_9218	0	0
OTU_37018	0	0
OTU_19619	19	32
OTU_8939	0	0
OTU_51180	0	0
OTU_50200	0	0
OTU_55787	0	0
OTU_52147	0	0
OTU_27415	0	0
OTU_35924	0	0
OTU_28113	0	0
OTU_7497	0	0
OTU_64476	0	0
OTU_49589	0	0
OTU_10672	0	0
OTU_33481	0	0
OTU_51946	0	0
OTU_18943	0	0
OTU_72650	0	0
OTU_16572	0	0
OTU_43279	0	0
OTU_11184	0	0
OTU_76832	0	0
OTU_8898	0	0
OTU_77515	0	0
OTU_20631	0	0
OTU_20818	0	0
OTU_19691	0	0
OTU_51432	0	0
OTU_72067	0	0
OTU_71086	0	0
OTU_26572	0	0
OTU_87960	0	0
OTU_62812	0	0
OTU_17450	0	0
OTU_13788	0	0
OTU_21243	0	0
OTU_2540	0	0
OTU_68346	0	0
OTU_59831	0	0
OTU_28686	0	0
OTU_21937	0	0
OTU_11512	0	0
OTU_67404	1	0
OTU_9073	0	0
OTU_45608	0	0
OTU_8274	0	0
OTU_14172	0	0
OTU_40333	0	0
OTU_8927	0	0
OTU_8706	0	0
OTU_9613	0	0
OTU_15440	0	0
OTU_6335	0	0
OTU_45663	0	0
OTU_7587	3	2
OTU_88930	0	0
OTU_10557	0	0
OTU_57213	0	0
OTU_21155	0	0
OTU_17829	0	0
OTU_36393	0	0
OTU_64033	0	0
OTU_58530	0	0
OTU_11518	0	0
OTU_21994	0	0
OTU_10769	0	0
OTU_45791	0	0
OTU_11012	0	0
OTU_8869	0	0
OTU_43883	0	0
OTU_19963	0	0
OTU_7679	0	0
OTU_11995	0	0
OTU_57990	0	0
OTU_27015	0	0
OTU_14918	0	0
OTU_79430	105	172
OTU_57188	0	0
OTU_17333	0	0
OTU_18092	0	0
OTU_9412	0	0
OTU_8600	1	0
OTU_13581	0	0
OTU_66535	0	0
OTU_14272	0	0
OTU_25136	0	0
OTU_94066	0	0
OTU_17764	0	0
OTU_26744	0	0
OTU_25576	0	0
OTU_19225	0	0
OTU_12553	0	0
OTU_49869	0	0
OTU_50934	0	0
OTU_13151	0	0
OTU_19825	0	0
OTU_43581	0	0
OTU_64893	0	0
OTU_6531	0	0
OTU_18896	0	0
OTU_18644	0	0
OTU_7086	0	0
OTU_9848	0	0
OTU_95589	0	0
OTU_78798	0	0
OTU_19409	0	0
OTU_87659	0	0
OTU_16023	0	0
OTU_74864	0	0
OTU_17952	0	0
OTU_53524	0	0
OTU_16137	0	0
OTU_77607	0	0
OTU_10275	0	0
OTU_35458	0	0
OTU_66837	2	0
OTU_44973	0	0
OTU_8005	0	0
OTU_17754	0	0
OTU_75518	0	0
OTU_10912	0	0
OTU_86451	0	0
OTU_7717	0	0
OTU_8230	0	0
OTU_13924	0	0
OTU_19030	0	0
OTU_67665	0	0
OTU_26576	0	0
OTU_38271	0	0
OTU_48142	0	0
OTU_57434	0	0
OTU_72118	0	0
OTU_43400	0	0
OTU_9806	0	0
OTU_85369	0	0
OTU_25516	0	0
OTU_84203	0	0
OTU_6797	0	0
OTU_49679	0	0
OTU_15633	0	0
OTU_9410	0	0
OTU_6473	0	0
OTU_24770	0	0
OTU_7841	0	0
OTU_8999	0	0
OTU_10966	0	0
OTU_75110	0	0
OTU_13092	0	0
OTU_20173	0	0
OTU_11118	0	0
OTU_50843	0	0
OTU_3543	0	0
OTU_5653	0	0
OTU_89873	0	0
OTU_34614	0	0
OTU_97905	0	0
OTU_39543	0	0
OTU_38272	0	0
OTU_51260	0	0
OTU_13099	0	0
OTU_67479	0	0
OTU_68345	0	0
OTU_19119	0	0
OTU_35385	0	0
OTU_25830	0	0
OTU_24786	0	0
OTU_27547	0	0
OTU_46887	0	0
OTU_7810	0	0
OTU_27816	0	0
OTU_73140	0	0
OTU_92569	0	0
OTU_33138	0	0
OTU_45336	0	0
OTU_31325	0	0
OTU_59215	0	0
OTU_6373	0	0
OTU_6747	0	0
OTU_6022	0	0
OTU_18269	0	0
OTU_93376	0	0
OTU_12024	0	0
OTU_80192	0	0
OTU_8044	0	0
OTU_17766	0	0
OTU_95578	0	0
OTU_40259	0	0
OTU_39544	0	0
OTU_10445	0	0
OTU_11894	0	0
OTU_17370	0	0
OTU_61319	0	0
OTU_15817	0	0
OTU_95773	0	0
OTU_7783	0	0
OTU_9635	0	0
OTU_10750	0	0
OTU_20880	0	0
OTU_89030	0	0
OTU_83650	0	0
OTU_24579	0	0
OTU_26268	0	0
OTU_15622	0	0
OTU_14674	0	0
OTU_4925	0	0
OTU_12730	0	0
OTU_48512	0	0
OTU_50645	0	0
OTU_15179	0	0
OTU_6696	0	0
OTU_43281	0	0
OTU_58158	0	0
OTU_45333	0	0
OTU_6904	0	0
OTU_69240	0	0
OTU_16031	0	0
OTU_12962	0	0
OTU_15159	0	0
OTU_18041	0	0
OTU_42661	0	0
OTU_10548	0	0
OTU_10999	0	0
OTU_15750	0	0
OTU_88940	0	0
OTU_12601	0	0
OTU_55507	0	0
OTU_4621	0	0
OTU_34470	0	0
OTU_91120	0	0
OTU_31946	0	0
OTU_51148	0	0
OTU_52224	0	0
OTU_86226	0	0
OTU_52590	0	0
OTU_43550	0	0
OTU_4056	0	0
OTU_28354	0	0
OTU_68265	0	0
OTU_13038	0	0
OTU_42544	0	0
OTU_15276	0	0
OTU_14340	0	0
OTU_11483	0	0
OTU_4333	0	0
OTU_3772	0	0
OTU_16596	0	0
OTU_96649	0	0
OTU_42569	0	0
OTU_7550	0	0
OTU_18146	0	0
OTU_71129	0	0
OTU_49684	0	0
OTU_19536	0	0
OTU_46574	0	0
OTU_23928	0	0
OTU_19016	0	0
OTU_21779	0	0
OTU_24573	0	0
OTU_1560	0	0
OTU_19308	0	0
OTU_18659	0	0
OTU_37354	0	0
OTU_80165	0	0
OTU_33523	0	0
OTU_4765	0	0
OTU_82359	0	0
OTU_54191	0	0
OTU_6365	2	1
OTU_63077	0	0
OTU_30121	0	0
OTU_31745	0	0
OTU_38932	0	0
OTU_29842	0	0
OTU_7579	0	0
OTU_21307	0	0
OTU_7363	0	0
OTU_86797	0	0
OTU_22658	0	0
OTU_22579	0	0
OTU_17644	0	0
OTU_8825	0	0
OTU_95124	0	0
OTU_67256	1	0
OTU_55333	0	0
OTU_8686	0	0
OTU_61191	0	0
OTU_29141	0	0
OTU_60634	0	0
OTU_21262	0	0
OTU_14624	0	0
OTU_90699	0	0
OTU_40018	0	0
OTU_44964	0	0
OTU_63813	0	0
OTU_5997	0	0
OTU_18547	0	0
OTU_66938	0	0
OTU_12989	0	0
OTU_60933	0	0
OTU_43066	0	0
OTU_38458	0	0
OTU_11275	0	0
OTU_9707	0	0
OTU_15077	0	0
OTU_18811	0	0
OTU_63796	0	0
OTU_52337	0	0
OTU_81696	0	0
OTU_55884	0	0
OTU_69024	0	0
OTU_50742	0	0
OTU_39394	0	0
OTU_96193	0	0
OTU_60419	0	0
OTU_87949	0	0
OTU_5991	0	0
OTU_11171	0	0
OTU_67410	0	0
OTU_23358	0	0
OTU_2016	0	0
OTU_21413	0	0
OTU_70266	0	0
OTU_12945	0	0
OTU_13074	0	0
OTU_13309	0	0
OTU_10558	0	0
OTU_15211	0	0
OTU_22103	0	0
OTU_64556	0	0
OTU_9537	0	0
OTU_64001	0	0
OTU_22116	0	0
OTU_10533	0	0
OTU_39627	0	0
OTU_11355	0	0
OTU_10181	0	0
OTU_96646	0	0
OTU_60211	0	0
OTU_83648	0	0
OTU_31134	0	0
OTU_43356	0	0
OTU_12863	0	0
OTU_6040	0	0
OTU_8815	0	0
OTU_64188	0	0
OTU_14297	0	0
OTU_24088	0	0
OTU_21953	0	0
OTU_20145	0	0
OTU_8945	0	0
OTU_88529	0	0
OTU_7188	0	1
OTU_8350	0	0
OTU_16822	0	0
OTU_12867	0	0
OTU_23357	0	0
OTU_33398	0	0
OTU_62780	0	0
OTU_46530	0	0
OTU_10758	0	0
OTU_13647	0	0
OTU_1166	0	0
OTU_96647	0	0
OTU_12620	0	0
OTU_18257	0	0
OTU_16732	0	0
OTU_27484	0	0
OTU_88013	0	0
OTU_10883	0	0
OTU_72122	0	0
OTU_73132	0	0
OTU_68381	0	0
OTU_80813	0	1
OTU_6331	0	0
OTU_28536	0	0
OTU_8561	0	0
OTU_23911	0	0
OTU_88012	0	0
OTU_42409	0	0
OTU_3659	0	0
OTU_20176	0	0
OTU_49624	0	0
OTU_92887	0	0
OTU_97890	0	0
OTU_68821	0	0
OTU_9906	0	0
OTU_20051	0	0
OTU_8819	0	0
OTU_28192	0	0
OTU_26762	0	0
OTU_82483	0	0
OTU_14954	0	0
OTU_7821	3	2
OTU_12035	0	0
OTU_16146	0	0
OTU_16147	0	0
OTU_38286	0	0
OTU_83472	0	0
OTU_29929	0	0
OTU_31668	0	0
OTU_24618	0	0
OTU_16382	0	0
OTU_13181	0	0
OTU_13766	0	0
OTU_15832	0	0
OTU_57941	0	0
OTU_3100	0	0
OTU_29214	0	0
OTU_14872	0	0
OTU_20717	0	0
OTU_81472	0	0
OTU_11902	0	0
OTU_15414	0	0
OTU_22712	0	0
OTU_11621	0	0
OTU_86796	0	0
OTU_4787	0	0
OTU_13738	0	0
OTU_27798	0	0
OTU_11366	0	0
OTU_69552	0	0
OTU_17486	0	0
OTU_12532	1	0
OTU_56330	0	0
OTU_12635	0	0
OTU_8054	0	0
OTU_28608	0	0
OTU_34706	0	0
OTU_11957	0	0
OTU_7097	0	0
OTU_79414	0	0
OTU_6418	0	0
OTU_19873	0	0
OTU_93572	0	0
OTU_6794	0	0
OTU_10168	0	0
OTU_18013	0	0
OTU_59929	0	0
OTU_50608	0	0
OTU_2884	6	9
OTU_13993	0	0
OTU_67515	1	0
OTU_14630	0	0
OTU_41417	0	0
OTU_8947	0	0
OTU_73166	0	0
OTU_56897	0	0
OTU_6454	0	0
OTU_50587	0	0
OTU_13981	0	0
OTU_25314	0	0
OTU_34390	0	0
OTU_78780	0	0
OTU_18379	0	0
OTU_56114	0	0
OTU_83643	0	0
OTU_16904	0	0
OTU_10023	0	0
OTU_30966	0	0
OTU_15783	0	0
OTU_45949	0	0
OTU_25631	0	0
OTU_5937	0	0
OTU_26316	0	0
OTU_89869	0	0
OTU_77606	0	0
OTU_10269	0	0
OTU_86250	0	0
OTU_13054	0	0
OTU_9548	0	0
OTU_52737	0	1
OTU_11222	0	0
OTU_14719	0	0
OTU_75362	0	0
OTU_54137	0	0
OTU_4165	0	0
OTU_4408	0	0
OTU_8119	0	0
OTU_80891	0	0
OTU_24860	0	0
OTU_92595	0	0
OTU_11586	0	0
OTU_30255	0	0
OTU_13817	0	0
OTU_13318	0	0
OTU_20245	0	0
OTU_39786	0	0
OTU_8641	0	0
OTU_9792	0	0
OTU_12513	0	0
OTU_25879	0	0
OTU_56023	0	0
OTU_21039	0	0
OTU_51660	0	0
OTU_76212	0	0
OTU_14628	0	0
OTU_21237	0	0
OTU_13675	0	0
OTU_55372	0	0
OTU_70519	0	0
OTU_27820	0	0
OTU_67447	0	0
OTU_80162	0	0
OTU_83690	0	0
OTU_25354	0	0
OTU_55885	0	0
OTU_65757	0	0
OTU_14798	0	0
OTU_46786	0	0
OTU_76519	0	0
OTU_92754	0	0
OTU_54864	0	0
OTU_9100	0	0
OTU_82707	0	0
OTU_5330	0	0
OTU_69807	0	0
OTU_74152	0	0
OTU_83651	0	0
OTU_30725	0	0
OTU_35886	0	0
OTU_8788	0	0
OTU_11665	0	0
OTU_16564	0	0
OTU_16409	0	0
OTU_61636	0	0
OTU_20921	0	0
OTU_84413	0	0
OTU_7256	0	0
OTU_12194	0	0
OTU_22120	0	0
OTU_55328	0	0
OTU_15152	0	0
OTU_35201	0	0
OTU_46790	0	0
OTU_9979	0	0
OTU_18097	0	0
OTU_38365	0	0
OTU_89978	0	0
OTU_3110	0	0
OTU_11772	0	0
OTU_46881	0	0
OTU_56663	0	0
OTU_74858	0	0
OTU_18403	0	0
OTU_63445	0	0
OTU_95089	0	0
OTU_10953	0	0
OTU_22660	0	0
OTU_8522	0	0
OTU_43553	0	0
OTU_58177	0	0
OTU_78671	0	0
OTU_26723	0	0
OTU_70619	0	0
OTU_20517	0	0
OTU_15591	0	0
OTU_64026	0	0
OTU_84162	0	0
OTU_23888	0	0
OTU_38786	0	0
OTU_78133	0	0
OTU_49660	0	0
OTU_59734	0	0
OTU_92890	0	0
OTU_95697	0	0
OTU_16581	0	0
OTU_73924	0	0
OTU_69814	0	0
OTU_32265	0	0
OTU_50704	0	0
OTU_21040	0	0
OTU_83656	0	0
OTU_20898	0	0
OTU_20220	0	0
OTU_23800	0	0
OTU_36565	0	0
OTU_10958	0	0
OTU_6677	0	0
OTU_38031	0	0
OTU_40737	0	0
OTU_31988	0	0
OTU_9036	0	0
OTU_74841	0	0
OTU_21946	0	0
OTU_13006	0	0
OTU_42791	0	0
OTU_17057	0	0
OTU_23737	0	0
OTU_56687	0	0
OTU_86813	0	0
OTU_46076	0	0
OTU_70622	0	0
OTU_46558	0	0
OTU_86814	0	0
OTU_15274	0	0
OTU_35360	0	0
OTU_42128	0	0
OTU_15003	0	0
OTU_36630	2	1
OTU_12001	0	0
OTU_45251	0	0
OTU_60044	0	0
OTU_95579	0	0
OTU_68508	0	0
OTU_18520	0	0
OTU_23451	0	0
OTU_15050	0	0
OTU_96984	0	0
OTU_29860	0	0
OTU_15559	0	0
OTU_5881	0	0
OTU_96648	0	0
OTU_50038	0	0
OTU_7049	0	0
OTU_40725	0	0
OTU_34374	0	0
OTU_544	0	0
OTU_67672	0	0
OTU_14737	0	0
OTU_38295	0	0
OTU_11044	0	0
OTU_43280	0	0
OTU_94782	0	0
OTU_35457	0	0
OTU_13013	0	0
OTU_76457	0	0
OTU_52586	0	0
OTU_52806	0	0
OTU_44299	0	0
OTU_9753	0	0
OTU_23729	0	0
OTU_38170	0	0
OTU_52288	0	0
OTU_76033	0	0
OTU_21400	0	0
OTU_24598	0	0
OTU_96627	0	0
OTU_58488	0	0
OTU_59596	0	0
OTU_32102	0	0
OTU_10450	0	0
OTU_51605	0	0
OTU_46564	0	0
