#OTU_ID	SAKR1	SAKR2
OTU_79848	0	0
OTU_93268	0	0
OTU_63204	0	0
OTU_63199	0	0
OTU_38473	0	0
OTU_24945	0	0
OTU_51099	0	0
OTU_46734	0	0
OTU_53832	0	0
OTU_51096	0	0
OTU_88594	0	0
OTU_41837	0	0
OTU_73478	0	0
OTU_53836	0	0
OTU_20720	0	0
OTU_51102	0	0
OTU_61490	0	0
OTU_83098	0	0
OTU_72142	0	0
OTU_78286	0	0
OTU_66027	0	0
OTU_42131	0	0
OTU_78747	0	0
OTU_97601	0	0
OTU_50304	0	0
OTU_51103	0	0
OTU_63337	0	0
OTU_41798	0	0
OTU_62894	0	0
OTU_84676	0	0
OTU_84887	0	0
OTU_88590	0	0
OTU_32613	0	0
OTU_34996	0	0
OTU_63256	0	0
OTU_66760	0	0
OTU_89230	0	0
OTU_89574	0	0
OTU_90992	0	0
OTU_89603	0	0
OTU_28205	0	0
OTU_82091	0	0
OTU_86598	0	0
OTU_26598	0	0
OTU_50301	0	0
OTU_34994	0	0
OTU_41019	0	0
OTU_41018	0	0
OTU_95186	0	0
OTU_22333	0	0
OTU_57785	0	0
OTU_74607	0	0
OTU_46736	0	0
OTU_35839	0	0
OTU_79017	0	0
OTU_82021	0	0
OTU_41527	0	0
OTU_58939	0	0
OTU_39194	0	0
OTU_58426	0	0
OTU_79826	0	0
OTU_64835	0	0
OTU_72264	0	0
OTU_50603	0	0
OTU_47494	0	0
OTU_53835	0	0
OTU_32620	0	0
OTU_29048	0	0
OTU_62909	0	0
OTU_84315	0	0
OTU_34993	0	0
OTU_92392	0	0
OTU_79024	0	0
OTU_97080	0	0
OTU_77819	0	0
OTU_77818	0	0
OTU_73483	0	0
OTU_90114	0	0
OTU_47963	0	0
OTU_97081	0	0
OTU_89228	0	0
OTU_95161	0	0
OTU_61966	0	0
OTU_86595	0	0
OTU_97498	0	0
OTU_51879	0	0
OTU_46114	0	0
OTU_30887	0	0
OTU_93044	0	0
OTU_37568	0	0
OTU_75630	0	0
OTU_14248	0	0
OTU_63251	0	0
OTU_46756	0	0
OTU_73485	0	0
OTU_74608	0	0
OTU_89602	0	0
OTU_82056	0	0
OTU_82022	0	0
OTU_33200	0	0
OTU_56984	0	0
OTU_81398	0	0
OTU_84317	0	0
OTU_35566	0	0
OTU_73486	0	0
OTU_74503	0	0
OTU_15900	0	0
OTU_88588	0	0
OTU_41004	0	0
OTU_59320	0	0
OTU_29783	0	0
OTU_60725	0	0
OTU_67818	0	0
OTU_32672	0	0
OTU_46637	0	0
OTU_67032	0	0
OTU_90396	0	0
OTU_46757	0	0
OTU_69961	0	0
OTU_81401	0	0
OTU_95156	0	0
OTU_48830	0	0
OTU_59152	0	0
OTU_30653	0	0
OTU_59321	0	0
OTU_76902	0	0
OTU_91063	0	0
OTU_74006	0	0
OTU_35539	0	0
OTU_51840	0	0
OTU_96762	0	0
OTU_26210	0	0
OTU_67033	0	0
OTU_57004	0	0
OTU_74606	0	0
OTU_90368	0	0
OTU_85968	0	0
OTU_95157	0	0
OTU_53056	0	0
OTU_71664	0	0
OTU_53830	0	0
OTU_35537	0	0
OTU_57952	0	0
OTU_58428	0	0
OTU_93263	0	0
OTU_83323	0	0
OTU_57034	0	0
OTU_58425	0	0
OTU_32583	0	0
OTU_78280	0	0
OTU_97082	0	0
OTU_55140	0	0
OTU_80523	0	0
OTU_81399	0	0
OTU_29047	0	0
OTU_96513	0	0
OTU_46755	0	0
OTU_67817	0	0
OTU_64600	0	0
OTU_33648	0	0
OTU_78946	0	0
OTU_78518	0	0
OTU_81402	0	0
OTU_93261	0	0
OTU_29601	0	0
OTU_80431	0	0
OTU_38478	0	0
OTU_30025	0	0
OTU_84323	0	0
OTU_71649	0	0
OTU_50311	0	0
OTU_80522	0	0
OTU_36684	0	0
OTU_37885	0	0
OTU_25462	0	0
OTU_63943	0	0
OTU_87170	0	0
OTU_51070	0	0
OTU_84049	0	0
OTU_77958	0	0
OTU_75872	0	0
OTU_87169	0	0
OTU_89951	0	0
OTU_42197	0	0
OTU_64837	0	0
OTU_46749	0	0
OTU_84320	0	0
OTU_70852	0	0
OTU_31062	0	0
OTU_65656	0	0
OTU_74011	0	0
OTU_67905	0	0
OTU_66752	0	0
OTU_41017	0	0
OTU_66751	0	0
OTU_89948	0	0
OTU_78279	0	0
OTU_97631	0	0
OTU_51351	0	0
OTU_85974	0	0
OTU_48180	0	0
OTU_83324	0	0
OTU_65607	0	0
OTU_51091	0	0
OTU_90455	0	0
OTU_58929	0	0
OTU_78265	0	0
OTU_93265	0	0
OTU_74007	0	0
OTU_59364	0	0
OTU_17760	0	0
OTU_42679	0	0
OTU_50303	0	0
OTU_65534	0	0
OTU_82546	0	0
OTU_89607	0	0
OTU_87545	0	0
OTU_27121	0	0
OTU_64836	0	0
OTU_72143	0	0
OTU_79328	0	0
OTU_70743	0	0
OTU_94164	0	0
OTU_97076	0	0
OTU_95397	0	0
OTU_85973	0	0
OTU_41799	0	0
OTU_82557	0	0
OTU_26672	0	0
OTU_65601	0	0
OTU_50310	0	0
OTU_48178	0	0
OTU_51069	0	0
OTU_63249	0	0
OTU_71605	0	0
OTU_33867	0	0
OTU_22939	0	0
OTU_38444	0	0
OTU_29494	0	0
OTU_47510	0	0
OTU_72144	0	0
OTU_89960	0	0
OTU_81432	0	0
OTU_90379	0	0
OTU_84311	0	0
OTU_92289	0	0
OTU_66753	0	0
OTU_92407	0	0
OTU_32356	0	0
OTU_50214	0	0
OTU_33743	0	0
OTU_64831	0	0
OTU_93404	0	0
OTU_63944	0	0
OTU_91865	0	0
OTU_86676	0	0
OTU_46737	0	0
OTU_88623	0	0
OTU_72145	0	0
OTU_74008	0	0
OTU_29945	0	0
OTU_76326	0	0
OTU_56591	0	0
OTU_63248	0	0
OTU_26826	0	0
OTU_61909	0	0
OTU_57782	0	0
OTU_33976	0	0
OTU_83331	0	0
OTU_84319	0	0
OTU_88597	0	0
OTU_89961	0	0
OTU_89962	0	0
OTU_84865	0	0
OTU_24692	0	0
OTU_74583	0	0
OTU_75697	0	0
OTU_62910	0	0
OTU_41013	0	0
OTU_94382	0	0
OTU_90619	0	0
OTU_38443	0	0
OTU_84499	0	0
OTU_37854	0	0
OTU_56590	0	0
OTU_59276	0	0
OTU_90993	0	0
OTU_37410	0	0
OTU_51080	0	0
OTU_51081	0	0
OTU_61914	0	0
OTU_94146	0	0
OTU_56588	0	0
OTU_37855	0	0
OTU_88627	0	0
OTU_52958	0	0
OTU_51071	0	0
OTU_26116	0	0
OTU_50307	0	0
OTU_83330	0	0
OTU_46741	0	0
OTU_32398	0	0
OTU_79692	0	0
OTU_46517	0	0
OTU_32181	0	0
OTU_87455	0	0
OTU_38528	0	0
OTU_13077	0	0
OTU_61919	0	0
OTU_57787	0	0
OTU_51082	0	0
OTU_61022	0	0
OTU_62911	0	0
OTU_67798	0	0
OTU_81085	0	0
OTU_57788	0	0
OTU_81025	0	0
OTU_66002	0	0
OTU_41528	0	0
OTU_59294	0	0
OTU_69886	0	0
OTU_58928	0	0
OTU_51337	0	0
OTU_64705	0	0
OTU_75695	0	0
OTU_93010	0	0
OTU_64832	0	0
OTU_89606	0	0
OTU_93037	0	0
OTU_44600	0	0
OTU_61957	0	0
OTU_24045	0	0
OTU_60823	0	0
OTU_23833	0	0
OTU_38527	0	0
OTU_81426	0	0
OTU_41838	0	0
OTU_96511	0	0
OTU_71636	0	0
OTU_18179	0	0
OTU_35536	0	0
OTU_63277	0	0
OTU_39787	0	0
OTU_48182	0	0
OTU_67320	0	0
OTU_90376	0	0
OTU_57789	0	0
OTU_63278	0	0
OTU_41839	0	0
OTU_32188	0	0
OTU_74579	0	0
OTU_72146	0	0
OTU_71233	0	0
OTU_63939	0	0
OTU_49269	0	0
OTU_55247	0	0
OTU_58330	0	0
OTU_84322	0	0
OTU_42318	0	0
OTU_54443	0	0
OTU_90996	0	0
OTU_26757	0	0
OTU_81024	0	0
OTU_79825	0	0
OTU_29297	0	0
OTU_46091	0	0
OTU_82545	0	0
OTU_84855	0	0
OTU_90374	0	0
OTU_73489	0	0
OTU_59159	0	0
OTU_63940	0	0
OTU_57773	0	0
OTU_65602	0	0
OTU_90375	0	0
OTU_96763	0	0
OTU_85976	0	0
OTU_61593	0	0
OTU_38006	0	0
OTU_24457	0	0
OTU_58719	0	0
OTU_75694	0	0
OTU_51074	0	0
OTU_29352	0	0
OTU_29246	0	0
OTU_71234	0	0
OTU_61913	0	0
OTU_57035	0	0
OTU_73487	0	0
OTU_57775	0	0
OTU_90380	0	0
OTU_71637	0	0
OTU_71232	0	0
OTU_74578	0	0
OTU_96761	0	0
OTU_73885	0	0
OTU_65603	0	0
OTU_96760	0	0
OTU_89337	0	0
OTU_93674	0	0
OTU_66001	0	0
OTU_48681	0	0
OTU_87454	0	0
OTU_41020	0	0
OTU_96780	0	0
OTU_33419	0	0
OTU_31433	0	0
OTU_37857	0	0
OTU_35005	0	0
OTU_25918	0	0
OTU_37858	0	0
OTU_53284	0	0
OTU_89605	0	0
OTU_66754	0	0
OTU_88671	0	0
OTU_21939	0	0
OTU_58403	0	0
OTU_81424	0	0
OTU_89805	0	0
OTU_82433	0	0
OTU_92406	0	0
OTU_51075	0	0
OTU_58970	0	0
OTU_39249	0	0
OTU_91010	0	0
OTU_89806	0	0
OTU_78293	0	0
OTU_87142	0	0
OTU_89205	0	0
OTU_61911	0	0
OTU_85372	0	0
OTU_72394	0	0
OTU_28603	0	0
OTU_22779	0	0
OTU_71648	0	0
OTU_79824	0	0
OTU_56510	0	0
OTU_19380	0	0
OTU_55913	0	0
OTU_74751	0	0
OTU_89208	0	0
OTU_29277	0	0
OTU_91867	0	0
OTU_28590	0	0
OTU_38449	0	0
OTU_25485	0	0
OTU_67034	0	0
OTU_59150	0	0
OTU_46700	0	0
OTU_57774	0	0
OTU_38900	0	0
OTU_62913	0	0
OTU_90994	0	0
OTU_64634	0	0
OTU_77959	0	0
OTU_81403	0	0
OTU_97640	0	0
OTU_84324	0	0
OTU_32359	0	0
OTU_79020	0	0
OTU_62506	0	0
OTU_41836	0	0
OTU_93190	0	0
OTU_72148	0	0
OTU_90180	0	0
OTU_38448	0	0
OTU_58337	0	0
OTU_50302	0	0
OTU_88621	0	0
OTU_67800	0	0
OTU_93007	0	0
OTU_34215	0	0
OTU_25678	0	0
OTU_41037	0	0
OTU_35544	0	0
OTU_74742	0	0
OTU_44457	0	0
OTU_74585	0	0
OTU_93008	0	0
OTU_93014	0	0
OTU_50300	0	0
OTU_48505	0	0
OTU_79818	0	0
OTU_91382	0	0
OTU_71653	0	0
OTU_59318	0	0
OTU_76335	0	0
OTU_58003	0	0
OTU_37856	0	0
OTU_41802	0	0
OTU_59153	0	0
OTU_58339	0	0
OTU_81740	0	0
OTU_49698	0	0
OTU_41801	0	0
OTU_53850	0	0
OTU_35540	0	0
OTU_91383	0	0
OTU_89807	0	0
OTU_54845	0	0
OTU_28291	0	0
OTU_63953	0	0
OTU_37859	0	0
OTU_53484	0	0
OTU_85975	0	0
OTU_55131	0	0
OTU_44690	0	0
OTU_58926	0	0
OTU_95151	0	0
OTU_63955	0	0
OTU_58575	0	0
OTU_91704	0	0
OTU_87456	0	0
OTU_91384	0	0
OTU_50308	0	0
OTU_32227	0	0
OTU_48169	0	0
OTU_37860	0	0
OTU_86655	0	0
OTU_65598	0	0
OTU_89608	0	0
OTU_75698	0	0
OTU_61917	0	0
OTU_70851	0	0
OTU_69895	0	0
OTU_57036	0	0
OTU_64887	0	0
OTU_41579	0	0
OTU_90370	0	0
OTU_34998	0	0
OTU_83370	0	0
OTU_90995	0	0
OTU_58324	0	0
OTU_41457	0	0
OTU_24360	0	0
OTU_44512	0	0
OTU_94148	0	0
OTU_40153	0	0
OTU_76343	0	0
OTU_61918	0	0
OTU_26703	0	0
OTU_74743	0	0
OTU_58325	0	0
OTU_63954	0	0
OTU_71651	0	0
OTU_7902	0	0
OTU_74745	0	0
OTU_70854	0	0
OTU_25098	0	0
OTU_48365	0	0
OTU_84292	0	0
OTU_67058	0	0
OTU_67801	0	0
OTU_79019	0	0
OTU_35001	0	0
OTU_74012	0	0
OTU_35000	0	0
OTU_32658	0	0
OTU_92397	0	0
OTU_86677	0	0
OTU_75700	0	0
OTU_66759	0	0
OTU_70853	0	0
OTU_50136	0	0
OTU_50306	0	0
OTU_37348	0	0
OTU_82026	0	0
OTU_66713	0	0
OTU_69969	0	0
OTU_84674	0	0
OTU_29295	0	0
OTU_37862	0	0
OTU_65597	0	0
OTU_41803	0	0
OTU_81146	0	0
OTU_69947	0	0
OTU_39789	0	0
OTU_35091	0	0
OTU_44514	0	0
OTU_58927	0	0
OTU_78261	0	0
OTU_61928	0	0
OTU_96782	0	0
OTU_76905	0	0
OTU_35094	0	0
OTU_46733	0	0
OTU_22349	0	0
OTU_57706	0	0
OTU_61972	0	0
OTU_29206	0	0
OTU_39790	0	0
OTU_75043	0	0
OTU_38446	0	0
OTU_53851	0	0
OTU_76879	0	0
OTU_42733	0	0
OTU_31153	0	0
OTU_84633	0	0
OTU_59325	0	0
OTU_31840	0	0
OTU_94147	0	0
OTU_95152	0	0
OTU_67799	0	0
OTU_79023	0	0
OTU_64889	0	0
OTU_44511	0	0
OTU_90974	0	0
OTU_41459	0	0
OTU_76906	0	0
OTU_51752	0	0
OTU_82024	0	0
OTU_24761	0	0
OTU_81019	0	0
OTU_95408	0	0
OTU_32844	0	0
OTU_17969	0	0
OTU_70850	0	0
OTU_82553	0	0
OTU_47512	0	0
OTU_77957	0	0
OTU_33198	0	0
OTU_35506	0	0
OTU_29203	0	0
OTU_27561	0	0
OTU_80539	0	0
OTU_30892	0	0
OTU_61920	0	0
OTU_89207	0	0
OTU_87154	0	0
OTU_96798	0	0
OTU_55651	0	0
OTU_62893	0	0
OTU_41797	0	0
OTU_58338	0	0
OTU_84612	0	0
OTU_25676	0	0
OTU_76907	0	0
OTU_97069	0	0
OTU_69876	0	0
OTU_89206	0	0
OTU_66005	0	0
OTU_40943	0	0
OTU_61921	0	0
OTU_44486	0	0
OTU_90976	0	0
OTU_66758	0	0
OTU_78749	0	0
OTU_66007	0	0
OTU_34468	0	0
OTU_32187	0	0
OTU_30673	0	0
OTU_81018	0	0
OTU_94532	0	0
OTU_57617	0	0
OTU_48170	0	0
OTU_41460	0	0
OTU_89209	0	0
OTU_35535	0	0
OTU_47495	0	0
OTU_35534	0	0
OTU_95160	0	0
OTU_66756	0	0
OTU_25466	0	0
OTU_59323	0	0
OTU_27576	0	0
OTU_89210	0	0
OTU_64934	0	0
OTU_83329	0	0
OTU_71221	0	0
OTU_74581	0	0
OTU_74009	0	0
OTU_37861	0	0
OTU_59149	0	0
OTU_72149	0	0
OTU_93184	0	0
OTU_35089	0	0
OTU_89802	0	0
OTU_66004	0	0
OTU_77824	0	0
OTU_23266	0	0
OTU_76908	0	0
OTU_51882	0	0
OTU_80538	0	0
OTU_48184	0	0
OTU_58910	0	0
OTU_70242	0	0
OTU_29896	0	0
OTU_69902	0	0
OTU_80540	0	0
OTU_51880	0	0
OTU_31154	0	0
OTU_71219	0	0
OTU_47493	0	0
OTU_67857	0	0
OTU_97060	0	0
OTU_53834	0	0
OTU_59151	0	0
OTU_73491	0	0
OTU_78922	0	0
OTU_75703	0	0
OTU_51881	0	0
OTU_61916	0	0
OTU_87153	0	0
OTU_41458	0	0
OTU_90367	0	0
OTU_91385	0	0
OTU_53837	0	0
OTU_89610	0	0
OTU_84852	0	0
OTU_69532	0	0
OTU_42272	0	0
OTU_30023	0	0
OTU_41461	0	0
OTU_29780	0	0
OTU_40945	0	0
OTU_95291	0	0
OTU_25480	0	0
OTU_95782	0	0
OTU_71652	0	0
OTU_62897	0	0
OTU_41845	0	0
OTU_29103	0	0
OTU_50605	0	0
OTU_29049	0	0
OTU_94204	0	0
OTU_74574	0	0
OTU_44280	0	0
OTU_88628	0	0
OTU_96395	0	0
OTU_35099	0	0
OTU_55344	0	0
OTU_33563	0	0
OTU_80463	0	0
OTU_70849	0	0
OTU_30899	0	0
OTU_97633	0	0
OTU_69727	0	0
OTU_88626	0	0
OTU_75701	0	0
OTU_44084	0	0
OTU_48183	0	0
OTU_90975	0	0
OTU_35543	0	0
OTU_50277	0	0
OTU_84294	0	0
OTU_84295	0	0
OTU_41844	0	0
OTU_28068	0	0
OTU_52961	0	0
OTU_59326	0	0
OTU_93194	0	0
OTU_67071	0	0
OTU_55183	0	0
OTU_37863	0	0
OTU_54439	0	0
OTU_76845	0	0
OTU_87141	0	0
OTU_88917	0	0
OTU_97062	0	0
OTU_89609	0	0
OTU_79838	0	0
OTU_35538	0	0
OTU_67802	0	0
OTU_44515	0	0
OTU_96400	0	0
OTU_76880	0	0
OTU_82013	0	0
OTU_71654	0	0
OTU_12079	0	0
OTU_25100	0	0
OTU_29781	0	0
OTU_94161	0	0
OTU_42729	0	0
OTU_74394	0	0
OTU_57709	0	0
OTU_75699	0	0
OTU_78924	0	0
OTU_39783	0	0
OTU_50278	0	0
OTU_51841	0	0
OTU_94162	0	0
OTU_74573	0	0
OTU_89211	0	0
OTU_69900	0	0
OTU_88624	0	0
OTU_35512	0	0
OTU_38347	0	0
OTU_38442	0	0
OTU_23876	0	0
OTU_62898	0	0
OTU_58572	0	0
OTU_53833	0	0
OTU_90968	0	0
OTU_79886	0	0
OTU_67804	0	0
OTU_79840	0	0
OTU_40944	0	0
OTU_74582	0	0
OTU_48212	0	0
OTU_46732	0	0
OTU_81044	0	0
OTU_59313	0	0
OTU_71635	0	0
OTU_40946	0	0
OTU_44461	0	0
OTU_82012	0	0
OTU_48213	0	0
OTU_90969	0	0
OTU_44584	0	0
OTU_66733	0	0
OTU_62664	0	0
OTU_51160	0	0
OTU_32684	0	0
OTU_58323	0	0
OTU_50359	0	0
OTU_76881	0	0
OTU_38445	0	0
OTU_39784	0	0
OTU_96794	0	0
OTU_40947	0	0
OTU_71223	0	0
OTU_34999	0	0
OTU_82015	0	0
OTU_80542	0	0
OTU_77825	0	0
OTU_18408	0	0
OTU_87457	0	0
OTU_71230	0	0
OTU_35511	0	0
OTU_64242	0	0
OTU_82009	0	0
OTU_90921	0	0
OTU_35093	0	0
OTU_74010	0	0
OTU_93004	0	0
OTU_84853	0	0
OTU_74584	0	0
OTU_67806	0	0
OTU_78921	0	0
OTU_52960	0	0
OTU_65542	0	0
OTU_97632	0	0
OTU_67059	0	0
OTU_67803	0	0
OTU_72619	0	0
OTU_97434	0	0
OTU_91386	0	0
OTU_48214	0	0
OTU_84851	0	0
OTU_29045	0	0
OTU_97630	0	0
OTU_71633	0	0
OTU_87155	0	0
OTU_29947	0	0
OTU_65625	0	0
OTU_69897	0	0
OTU_44460	0	0
OTU_32611	0	0
OTU_86638	0	0
OTU_62124	0	0
OTU_57708	0	0
OTU_89671	0	0
OTU_71634	0	0
OTU_66734	0	0
OTU_45563	0	0
OTU_46731	0	0
OTU_96396	0	0
OTU_76948	0	0
OTU_22350	0	0
OTU_32937	0	0
OTU_52967	0	0
OTU_67805	0	0
OTU_51821	0	0
OTU_73492	0	0
OTU_70742	0	0
OTU_37000	0	0
OTU_89795	0	0
OTU_33562	0	0
OTU_51059	0	0
OTU_73518	0	0
OTU_84840	0	0
OTU_97063	0	0
OTU_35095	0	0
OTU_31428	0	0
OTU_72150	0	0
OTU_87447	0	0
OTU_55148	0	0
OTU_58328	0	0
OTU_47498	0	0
OTU_53899	0	0
OTU_71577	0	0
OTU_57710	0	0
OTU_51060	0	0
OTU_62899	0	0
OTU_51844	0	0
OTU_71632	0	0
OTU_35092	0	0
OTU_41834	0	0
OTU_26496	0	0
OTU_51603	0	0
OTU_71231	0	0
OTU_68766	0	0
OTU_30022	0	0
OTU_62895	0	0
OTU_32354	0	0
OTU_66008	0	0
OTU_84635	0	0
OTU_76338	0	0
OTU_84843	0	0
OTU_62896	0	0
OTU_62039	0	0
OTU_59141	0	0
OTU_76871	0	0
OTU_89571	0	0
OTU_58329	0	0
OTU_90964	0	0
OTU_90378	0	0
OTU_89212	0	0
OTU_35010	0	0
OTU_84009	0	0
OTU_33812	0	0
OTU_50276	0	0
OTU_68559	0	0
OTU_44462	0	0
OTU_66006	0	0
OTU_53910	0	0
OTU_62351	0	0
OTU_97641	0	0
OTU_80093	0	0
OTU_27772	0	0
OTU_93191	0	0
OTU_41477	0	0
OTU_79841	0	0
OTU_77826	0	0
OTU_96781	0	0
OTU_30392	0	0
OTU_90369	0	0
OTU_87523	0	0
OTU_78208	0	0
OTU_31762	0	0
OTU_41462	0	0
OTU_79842	0	0
OTU_35009	0	0
OTU_53929	0	0
OTU_66016	0	0
OTU_84842	0	0
OTU_79316	0	0
OTU_93822	0	0
OTU_83371	0	0
OTU_52966	0	0
OTU_34088	0	0
OTU_47499	0	0
OTU_90963	0	0
OTU_58946	0	0
OTU_94555	0	0
OTU_53935	0	0
OTU_58326	0	0
OTU_30471	0	0
OTU_24530	0	0
OTU_77816	0	0
OTU_91387	0	0
OTU_34124	0	0
OTU_82008	0	0
OTU_89803	0	0
OTU_96784	0	0
OTU_92398	0	0
OTU_87147	0	0
OTU_50063	0	0
OTU_66762	0	0
OTU_29060	0	0
OTU_37875	0	0
OTU_93222	0	0
OTU_30936	0	0
OTU_63585	0	0
OTU_29276	0	0
OTU_68834	0	0
OTU_87458	0	0
OTU_34192	0	0
OTU_50240	0	0
OTU_74744	0	0
OTU_81022	0	0
OTU_35507	0	0
OTU_92399	0	0
OTU_58327	0	0
OTU_85932	0	0
OTU_85930	0	0
OTU_84611	0	0
OTU_96783	0	0
OTU_50280	0	0
OTU_84839	0	0
OTU_52968	0	0
OTU_53937	0	0
OTU_62438	0	0
OTU_50712	0	0
OTU_64886	0	0
OTU_83372	0	0
OTU_84610	0	0
OTU_70048	0	0
OTU_96391	0	0
OTU_67062	0	0
OTU_30024	0	0
OTU_25887	0	0
OTU_29302	0	0
OTU_82011	0	0
OTU_34521	0	0
OTU_29782	0	0
OTU_51067	0	0
OTU_39951	0	0
OTU_35510	0	0
OTU_71229	0	0
OTU_67061	0	0
OTU_97058	0	0
OTU_65905	0	0
OTU_57005	0	0
OTU_57804	0	0
OTU_31842	0	0
OTU_31761	0	0
OTU_90962	0	0
OTU_78927	0	0
OTU_68648	0	0
OTU_76339	0	0
OTU_38517	0	0
OTU_65600	0	0
OTU_89797	0	0
OTU_28475	0	0
OTU_67060	0	0
OTU_85931	0	0
OTU_44464	0	0
OTU_94322	0	0
OTU_57711	0	0
OTU_82023	0	0
OTU_26293	0	0
OTU_71640	0	0
OTU_89190	0	0
OTU_34457	0	0
OTU_22380	0	0
OTU_85929	0	0
OTU_89800	0	0
OTU_89785	0	0
OTU_63951	0	0
OTU_93003	0	0
OTU_86673	0	0
OTU_46699	0	0
OTU_57700	0	0
OTU_78926	0	0
OTU_79843	0	0
OTU_26954	0	0
OTU_57008	0	0
OTU_92622	0	0
OTU_46023	0	0
OTU_62890	0	0
OTU_91302	0	0
OTU_41541	0	0
OTU_63252	0	0
OTU_71224	0	0
OTU_48216	0	0
OTU_67063	0	0
OTU_94163	0	0
OTU_67903	0	0
OTU_46695	0	0
OTU_47584	0	0
OTU_55147	0	0
OTU_37839	0	0
OTU_47970	0	0
OTU_51062	0	0
OTU_31063	0	0
OTU_82014	0	0
OTU_60902	0	0
OTU_64892	0	0
OTU_58911	0	0
OTU_91028	0	0
OTU_51061	0	0
OTU_72151	0	0
OTU_32416	0	0
OTU_57702	0	0
OTU_97634	0	0
OTU_81441	0	0
OTU_33897	0	0
OTU_51753	0	0
OTU_32605	0	0
OTU_93005	0	0
OTU_74611	0	0
OTU_24589	0	0
OTU_62891	0	0
OTU_30625	0	0
OTU_67112	0	0
OTU_73630	0	0
OTU_87459	0	0
OTU_59314	0	0
OTU_50281	0	0
OTU_63279	0	0
OTU_62892	0	0
OTU_86675	0	0
OTU_74186	0	0
OTU_34460	0	0
OTU_81438	0	0
OTU_40948	0	0
OTU_73493	0	0
OTU_80630	0	0
OTU_55411	0	0
OTU_41833	0	0
OTU_77817	0	0
OTU_93428	0	0
OTU_55241	0	0
OTU_34446	0	0
OTU_64891	0	0
OTU_64890	0	0
OTU_59315	0	0
OTU_67897	0	0
OTU_29051	0	0
OTU_80698	0	0
OTU_94184	0	0
OTU_97059	0	0
OTU_28282	0	0
OTU_97196	0	0
OTU_53969	0	0
OTU_91000	0	0
OTU_58914	0	0
OTU_78254	0	0
OTU_93225	0	0
OTU_89187	0	0
OTU_57701	0	0
OTU_95386	0	0
OTU_96205	0	0
OTU_44513	0	0
OTU_70750	0	0
OTU_75706	0	0
OTU_86672	0	0
OTU_40950	0	0
OTU_67833	0	0
OTU_63275	0	0
OTU_20003	0	0
OTU_34214	0	0
OTU_74750	0	0
OTU_94182	0	0
OTU_72152	0	0
OTU_85806	0	0
OTU_59317	0	0
OTU_92389	0	0
OTU_83070	0	0
OTU_41464	0	0
OTU_33656	0	0
OTU_58916	0	0
OTU_25980	0	0
OTU_89999	0	0
OTU_27731	0	0
OTU_92301	0	0
OTU_80545	0	0
OTU_84850	0	0
OTU_79823	0	0
OTU_36342	0	0
OTU_72153	0	0
OTU_35008	0	0
OTU_35002	0	0
OTU_91366	0	0
OTU_87461	0	0
OTU_44463	0	0
OTU_90971	0	0
OTU_25242	0	0
OTU_63274	0	0
OTU_90210	0	0
OTU_52969	0	0
OTU_59324	0	0
OTU_84613	0	0
OTU_90350	0	0
OTU_87143	0	0
OTU_52938	0	0
OTU_89787	0	0
OTU_24715	0	0
OTU_41835	0	0
OTU_31157	0	0
OTU_47492	0	0
OTU_84614	0	0
OTU_63952	0	0
OTU_85401	0	0
OTU_83277	0	0
OTU_96786	0	0
OTU_41467	0	0
OTU_95141	0	0
OTU_97195	0	0
OTU_97202	0	0
OTU_44923	0	0
OTU_90972	0	0
OTU_91368	0	0
OTU_46698	0	0
OTU_83319	0	0
OTU_80546	0	0
OTU_95137	0	0
OTU_74746	0	0
OTU_44465	0	0
OTU_63276	0	0
OTU_51064	0	0
OTU_40949	0	0
OTU_58913	0	0
OTU_27889	0	0
OTU_88738	0	0
OTU_65994	0	0
OTU_56535	0	0
OTU_83422	0	0
OTU_74747	0	0
OTU_71639	0	0
OTU_56831	0	0
OTU_78255	0	0
OTU_20768	0	0
OTU_71575	0	0
OTU_33564	0	0
OTU_68168	0	0
OTU_81422	0	0
OTU_96785	0	0
OTU_63283	0	0
OTU_72154	0	0
OTU_56411	0	0
OTU_35575	0	0
OTU_96778	0	0
OTU_30470	0	0
OTU_69901	0	0
OTU_53930	0	0
OTU_63496	0	0
OTU_33473	0	0
OTU_76342	0	0
OTU_35576	0	0
OTU_55146	0	0
OTU_33205	0	0
OTU_70926	0	0
OTU_59316	0	0
OTU_40967	0	0
OTU_58321	0	0
OTU_83967	0	0
OTU_26507	0	0
OTU_33896	0	0
OTU_74000	0	0
OTU_89570	0	0
OTU_50279	0	0
OTU_79820	0	0
OTU_27449	0	0
OTU_41832	0	0
OTU_57006	0	0
OTU_58322	0	0
OTU_90973	0	0
OTU_32228	0	0
OTU_39222	0	0
OTU_38529	0	0
OTU_51065	0	0
OTU_46697	0	0
OTU_82567	0	0
OTU_73997	0	0
OTU_81625	0	0
OTU_27749	0	0
OTU_93220	0	0
OTU_82010	0	0
OTU_96397	0	0
OTU_50352	0	0
OTU_90389	0	0
OTU_78256	0	0
OTU_48378	0	0
OTU_57007	0	0
OTU_62869	0	0
OTU_87827	0	0
OTU_84531	0	0
OTU_77360	0	0
OTU_89189	0	0
OTU_58343	0	0
OTU_53958	0	0
OTU_97598	0	0
OTU_80476	0	0
OTU_75705	0	0
OTU_62868	0	0
OTU_84841	0	0
OTU_75930	0	0
OTU_84692	0	0
